Image_ID,Mask_ID,Centroid_X,Centroid_Y,Area,Equivalent_Diameter
Image_4,407,370.7038961038961,176.54805194805195,385,22.140398025397776
Image_4,149,370.5,482.344262295082,122,12.463355264843006
Image_4,139,369.7789855072464,597.9855072463768,276,18.746042631630413
Image_4,448,366.3782894736842,147.76644736842104,304,19.67396303746374
Image_4,446,364.9526066350711,118.8696682464455,422,23.179885415554555
Image_4,469,364.822695035461,439.84397163120565,141,13.398760233979036
Image_4,468,364.1287128712871,580.2277227722773,202,16.03728119216293
Image_4,458,363.88255033557044,375.90939597315435,298,19.47884453275087
Image_4,445,361.3420289855072,63.278260869565216,345,20.958712816717327
Image_4,467,359.93690851735016,539.5741324921136,317,20.090219901261573
Image_4,499,359.777397260274,38.6986301369863,292,19.281751659604673
Image_4,443,356.7734375,328.68359375,256,18.0540666735282
Image_4,432,356.0263157894737,283.2157894736842,190,15.553633450087505
Image_4,399,355.69731800766283,16.195402298850574,261,18.229523339239496
Image_4,128,355.31390134529147,513.5605381165919,446,23.829914749152643
Image_4,431,355.13963963963965,306.0945945945946,222,16.812470934731934
Image_4,425,352.62899262899265,255.33660933660934,407,22.764193258431348
Image_4,125,350.73275862068965,487.2442528735632,348,21.049640414216977
Image_4,496,350.0988593155894,229.67300380228136,263,18.29923496393627
Image_4,410,349.5,208.1095890410959,292,19.281751659604673
Image_4,398,348.8021978021978,181.60714285714286,364,21.528102431092233
Image_4,405,347.3515625,153.58203125,256,18.0540666735282
Image_4,129,346.5531914893617,463.0744680851064,282,18.948708441878455
Image_4,413,345.5219512195122,100.54146341463415,205,16.15593100600236
Image_4,124,344.9193548387097,439.9623655913978,372,21.76338922689847
Image_4,360,343.9479553903346,127.07806691449814,269,18.5067943613625
Image_4,343,342.13239436619716,72.60845070422535,355,21.260292528114064
Image_4,385,341.9405286343612,382.9647577092511,454,24.04268606686374
Image_4,92,338.7625,628.4625,320,20.185060176161283
Image_4,341,337.7239057239057,25.80808080808081,297,19.44613444328572
Image_4,102,335.7763713080169,606.409282700422,237,17.371176474327626
Image_4,382,334.91812865497076,322.66959064327483,342,20.867389014906145
Image_4,372,334.45623342175065,299.42175066312996,377,21.909160375631842
Image_4,368,332.0945674044266,274.80684104627767,497,25.15551736167189
Image_4,103,330.22083333333336,551.5875,240,17.480774889473267
Image_4,426,327.3703703703704,247.33024691358025,324,20.310825007719227
Image_4,370,324.9787798408488,223.6870026525199,377,21.909160375631842
Image_4,365,324.8642857142857,199.72142857142856,420,23.12489154112443
Image_4,111,324.83193277310926,531.0812324929972,357,21.320096563347295
Image_4,404,323.3810975609756,151.3170731707317,328,20.435815879801165
Image_4,342,322.07654320987655,175.10123456790123,405,22.708192698181442
Image_4,396,321.9301848049281,98.36139630390144,487,24.901157769991823
Image_4,333,321.54366812227073,126.96288209606988,458,24.148368712786887
Image_4,104,319.98366013071893,506.9019607843137,306,19.738573927438622
Image_4,334,316.81561822125815,69.68112798264642,461,24.22732816723524
Image_4,116,315.95669291338584,619.2598425196851,254,17.983404693292407
Image_4,336,314.52185089974296,43.35218508997429,389,22.255115881567058
Image_4,96,314.1417004048583,478.42712550607285,494,25.079480359432697
Image_4,344,313.54596100278553,20.403899721448468,359,21.37973331358283
Image_4,110,312.5487465181059,585.6490250696379,359,21.37973331358283
Image_4,119,309.60251046025104,554.3723849372385,239,17.44431859350499
Image_4,114,309.33449477351917,450.7247386759582,287,19.115955360352558
Image_4,387,308.60049019607845,425.2647058823529,408,22.792141940852034
Image_4,148,304.5235602094241,525.020942408377,191,15.594510349620345
Image_4,437,301.85769230769233,362.51153846153846,520,25.731003930322746
Image_4,373,298.3147632311978,333.2785515320334,359,21.37973331358283
Image_4,371,295.69827586206895,308.0632183908046,348,21.049640414216977
Image_4,369,294.86694386694387,280.2120582120582,481,24.747287144606645
Image_4,95,293.7335766423358,627.3503649635037,274,18.677998695187732
Image_4,363,293.19354838709677,80.45161290322581,93,10.881694613449236
Image_4,105,291.5558139534884,605.5418604651163,430,23.398568422792877
Image_4,380,291.27624309392263,249.62246777163904,543,26.29389801439097
Image_4,375,288.50159744408944,222.6485623003195,313,19.963065333312567
Image_4,94,286.92066805845513,580.4697286012527,479,24.695783889727878
Image_4,115,286.5033707865169,556.2696629213483,445,23.803184606416586
Image_4,346,285.6416938110749,201.93485342019545,307,19.77080019204319
Image_4,347,285.36082474226805,179.20274914089347,291,19.248706645328987
Image_4,358,283.8976377952756,160.13779527559055,254,17.983404693292407
Image_4,101,283.87131367292227,483.7747989276139,373,21.792621462004423
Image_4,106,283.6958525345622,529.5115207373271,434,23.507147049675353
Image_4,353,283.444089456869,138.46006389776358,313,19.963065333312567
Image_4,99,282.8494897959184,505.4948979591837,392,22.34076770248023
Image_4,447,280.39493670886077,112.5746835443038,395,22.42609239636699
Image_4,109,278.8176691729323,456.82894736842104,532,26.026206750102993
Image_4,100,278.4128035320088,432.19867549668874,453,24.016192740836935
Image_4,463,277.12702702702705,410.57567567567565,370,21.70480664627101
Image_4,337,275.90625,57.302083333333336,480,24.721548929484133
Image_4,356,271.89965397923874,31.993079584775085,289,19.182445840623714
Image_4,390,271.4343434343434,389.33737373737375,495,25.104851615652017
Image_4,449,271.18028846153845,365.03365384615387,416,23.014509567006368
Image_4,352,270.8526912181303,9.841359773371105,353,21.200319792199185
Image_4,366,270.4577319587629,337.7134020618557,485,24.849973424463737
Image_4,364,268.36043956043954,310.0615384615385,455,24.069150231250354
Image_4,376,265.76975169300226,286.3002257336343,443,23.74963406702674
Image_4,378,265.08097165991904,266.8744939271255,247,17.733870630789692
Image_4,107,263.32394366197184,623.2570422535211,284,19.015783725757565
Image_4,367,261.94685990338166,223.17391304347825,414,22.959119571977435
Image_4,377,260.19701492537314,245.5044776119403,335,20.65272978291924
Image_4,108,259.7510548523207,599.4556962025316,237,17.371176474327626
Image_4,351,259.50390625,202.17578125,256,18.0540666735282
Image_4,350,258.25,181.11666666666667,300,19.544100476116796
Image_4,120,257.72727272727275,577.0371900826447,242,17.55346033766304
Image_4,121,256.0634441087613,556.02416918429,331,20.529059630371258
Image_4,357,255.85205479452054,158.43835616438355,365,21.557653718072718
Image_4,118,254.30616740088107,531.8810572687224,454,24.04268606686374
Image_4,349,254.18776371308016,133.10337552742615,474,24.566553364370574
Image_4,112,252.76021798365122,507.6158038147139,367,21.616635097022034
Image_4,354,252.1691176470588,102.1654411764706,544,26.318098569918163
Image_4,117,250.96567505720824,481.6361556064073,437,23.58825303088947
Image_4,113,247.80409356725147,453.65204678362574,342,20.867389014906145
Image_4,391,247.0516304347826,427.0842391304348,368,21.646065519224038
Image_4,339,245.91071428571428,40.377232142857146,448,23.883285285767386
Image_4,392,245.10687022900763,398.5648854961832,393,22.36924542940416
Image_4,123,243.62295081967213,532.7049180327868,61,8.812923024107548
Image_4,348,241.43373493975903,11.306024096385542,415,22.98683125324351
Image_4,389,241.0808625336927,367.19407008086256,371,21.73411767467788
Image_4,93,238.83620689655172,633.948275862069,232,17.186959427966244
Image_4,122,237.27134146341464,612.2713414634146,328,20.435815879801165
Image_4,381,236.797583081571,337.2235649546828,331,20.529059630371258
Image_4,379,234.48511904761904,309.51190476190476,336,20.683531783305643
Image_4,454,233.42379182156134,281.7546468401487,269,18.5067943613625
Image_4,452,231.96124031007753,229.5503875968992,258,18.12445316531431
Image_4,456,231.4641638225256,202.24914675767917,293,19.314740138231286
Image_4,462,230.26047904191617,569.6197604790419,334,20.62188177498708
Image_4,492,227.7024128686327,545.5817694369973,373,21.792621462004423
Image_4,361,223.83977900552486,125.12707182320442,362,21.468877828012552
Image_4,384,223.54044117647058,472.2867647058824,272,18.609705966725112
Image_4,97,219.59079283887468,445.39897698209717,391,22.312253628700276
Image_4,359,219.45771144278606,78.20398009950249,201,15.99753570059363
Image_4,340,216.92105263157896,55.40350877192982,228,17.03815178355966
Image_4,362,216.54545454545453,105.33333333333333,66,9.166995688475081
Image_4,345,215.30357142857142,31.75595238095238,168,14.625465582862905
Image_4,383,214.82298136645963,419.95341614906835,322,20.248040236149336
Image_4,386,214.215625,394.88125,320,20.185060176161283
Image_4,355,213.91666666666666,13.425925925925926,108,11.726460285670077
Image_4,90,213.08398950131235,621.4645669291339,381,22.025082668269306
Image_4,321,210.2698795180723,367.1301204819277,415,22.98683125324351
Image_4,57,210.18435754189943,593.6843575418994,358,21.349935761383176
Image_4,292,205.9539295392954,340.2764227642276,369,21.675455981530703
Image_4,285,204.49614395886888,251.7017994858612,389,22.255115881567058
Image_4,55,204.37673130193906,562.8919667590028,361,21.43920417481474
Image_4,76,204.23026315789474,534.8388157894736,304,19.67396303746374
Image_4,293,202.89256198347107,279.95454545454544,484,24.824341676101277
Image_4,284,202.03092783505156,222.28608247422682,388,22.22649192646566
Image_4,294,201.67617107942974,309.82892057026476,491,25.003212122944625
Image_4,62,199.7835051546392,503.680412371134,388,22.22649192646566
Image_4,244,199.59707724425888,196.64926931106473,479,24.695783889727878
Image_4,51,198.97946611909651,471.16427104722794,487,24.901157769991823
Image_4,91,195.4648829431438,438.25083612040135,299,19.511499785403828
Image_4,98,191.7983870967742,627.1854838709677,248,17.769732893161912
Image_4,388,191.53177257525084,412.95317725752506,299,19.511499785403828
Image_4,470,191.006006006006,412.9009009009009,333,20.590987552733093
Image_4,259,189.662100456621,92.21461187214612,438,23.615226456547084
Image_4,78,188.7361963190184,600.3926380368098,326,20.37341629633241
Image_4,264,186.57357357357358,67.46246246246247,333,20.590987552733093
Image_4,250,186.096,44.477333333333334,375,21.850968611841584
Image_4,251,185.4812030075188,18.646616541353385,399,22.539356209735228
Image_4,85,185.2107843137255,575.9705882352941,204,16.11647812414279
Image_4,316,184.88135593220338,383.0357815442561,531,26.001734523957655
Image_4,77,183.2425068119891,525.5803814713896,367,21.616635097022034
Image_4,74,183.0255319148936,552.2468085106383,235,17.297725082009
Image_4,306,180.45247148288973,299.5551330798479,263,18.29923496393627
Image_4,83,179.65267175572518,496.67557251908397,262,18.26441241104166
Image_4,323,179.53333333333333,350.6404761904762,420,23.12489154112443
Image_4,73,176.80981595092024,466.9631901840491,326,20.37341629633241
Image_4,84,176.63063063063063,438.5315315315315,222,16.812470934731934
Image_4,304,176.11661807580174,321.6793002915452,343,20.897874625046462
Image_4,255,172.7770562770563,205.82251082251082,462,24.253590861306396
Image_4,470,172.35416666666666,413.8541666666667,48,7.817640190446719
Image_4,374,171.01060070671377,283.9010600706714,283,18.982275710779543
Image_4,335,169.4536082474227,181.05841924398626,291,19.248706645328987
Image_4,338,166.74321503131523,121.258872651357,479,24.695783889727878
Image_4,296,163.72373540856032,264.6342412451362,257,18.089294154193436
Image_4,263,162.23291925465838,89.36024844720497,322,20.248040236149336
Image_4,269,162.04526748971193,40.06172839506173,243,17.58969042850512
Image_4,262,158.86879432624113,63.4468085106383,282,18.948708441878455
Image_4,81,158.75872093023256,631.2238372093024,344,20.928315827817965
Image_4,75,156.19414893617022,608.6835106382979,376,21.880083839428522
Image_4,295,154.86206896551724,222.4022988505747,174,14.884343478431232
Image_4,307,154.76623376623377,243.33766233766235,77,9.901487006738307
Image_4,71,154.47432024169186,585.4954682779456,331,20.529059630371258
Image_4,459,153.89430894308944,242.15447154471545,123,12.514330345744634
Image_4,88,152.0,572.1333333333333,15,4.370193722368317
Image_4,88,151.7258426966292,547.0831460674158,445,23.803184606416586
Image_4,290,151.28,198.24571428571429,175,14.927053303604616
Image_4,491,151.2609819121447,546.204134366925,387,22.197831060995757
Image_4,314,150.15172413793104,175.1689655172414,290,19.21560480373171
Image_4,87,149.71100917431193,523.4174311926605,436,23.56124872549269
Image_4,63,147.04,467.86545454545455,550,26.462837142006137
Image_4,70,146.45343137254903,438.94607843137254,408,22.792141940852034
Image_4,460,145.46846846846847,412.31081081081084,444,23.77642441290137
Image_4,455,144.73103448275862,107.13793103448276,145,13.58748446131949
Image_4,318,143.24516129032259,355.77204301075267,465,24.33220886606579
Image_4,317,141.11796246648794,326.10991957104557,373,21.792621462004423
Image_4,298,137.7674418604651,300.59496124031006,516,25.631847476983474
Image_4,274,136.4857142857143,33.48571428571429,105,11.562445770562215
Image_4,280,132.56060606060606,16.757575757575758,66,9.166995688475081
Image_4,69,126.70714285714286,588.2619047619048,420,23.12489154112443
Image_4,257,124.95698924731182,201.22043010752688,372,21.76338922689847
Image_4,86,123.54742547425474,561.6368563685637,369,21.675455981530703
Image_4,451,118.6086956521739,145.3167701863354,483,24.798683434954437
Image_4,268,117.13211845102505,115.35307517084283,439,23.642169108157916
Image_4,330,116.71621621621621,379.0743243243243,296,19.413369239820483
Image_4,331,115.7925925925926,423.662962962963,270,18.5411616971131
Image_4,464,115.4012539184953,494.41065830721004,319,20.153496341094687
Image_4,329,115.14885496183206,401.00763358778624,262,18.26441241104166
Image_4,327,114.99581589958159,355.8284518828452,239,17.44431859350499
Image_4,328,114.78682170542636,446.72868217054264,258,18.12445316531431
Image_4,324,114.68235294117648,470.48823529411766,340,20.806283791440396
Image_4,245,113.98122065727699,85.47887323943662,426,23.28948359361322
Image_4,249,112.69109947643979,58.74083769633508,382,22.05396803500069
Image_4,308,112.05947136563877,325.8259911894273,454,24.04268606686374
Image_4,252,111.16161616161617,34.525252525252526,297,19.44613444328572
Image_4,305,110.56490384615384,292.02163461538464,416,23.014509567006368
Image_4,256,108.62133333333334,10.44,375,21.850968611841584
Image_4,471,105.73304157549234,263.5689277899344,457,24.121991458915023
